scenario_id,fiscal_year,job_level,event_type,parameter_name,parameter_value,is_locked,created_at,created_by
default,2029,1,RAISE,cola_rate,0.015,0,2025-08-26,analyst
default,2029,2,RAISE,cola_rate,0.015,0,2025-08-26,analyst
default,2029,3,RAISE,cola_rate,0.015,0,2025-08-26,analyst
default,2029,4,RAISE,cola_rate,0.015,0,2025-08-26,analyst
default,2029,5,RAISE,cola_rate,0.015,0,2025-08-26,analyst
default,2029,1,PROMOTION,promotion_probability,0.12,0,2025-06-28,analyst
default,2029,2,PROMOTION,promotion_probability,0.08,0,2025-06-28,analyst
default,2029,3,PROMOTION,promotion_probability,0.05,0,2025-06-28,analyst
default,2029,4,PROMOTION,promotion_probability,0.02,0,2025-06-28,analyst
default,2029,5,PROMOTION,promotion_probability,0.01,0,2025-06-28,analyst
default,2029,1,PROMOTION,promotion_raise,0.12,0,2025-06-28,analyst
default,2029,2,PROMOTION,promotion_raise,0.12,0,2025-06-28,analyst
default,2029,3,PROMOTION,promotion_raise,0.12,0,2025-06-28,analyst
default,2029,4,PROMOTION,promotion_raise,0.12,0,2025-06-28,analyst
default,2029,5,PROMOTION,promotion_raise,0.12,0,2025-06-28,analyst
default,2029,1,hire,new_hire_salary_adjustment,1.05,0,2025-08-26,analyst
default,2029,2,hire,new_hire_salary_adjustment,1.06,0,2025-08-26,analyst
default,2029,3,hire,new_hire_salary_adjustment,1.07,0,2025-08-26,analyst
default,2029,4,hire,new_hire_salary_adjustment,1.08,0,2025-08-26,analyst
default,2029,5,hire,new_hire_salary_adjustment,1.10,0,2025-08-26,analyst
default,2026,1,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2026,2,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2026,3,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2026,4,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2026,5,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2026,1,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2026,2,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2026,3,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2026,4,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2026,5,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2026,1,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2026,2,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2026,3,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2026,4,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2026,5,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2026,1,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2026,2,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2026,3,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2026,4,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2026,5,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2026,1,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2026,2,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2026,3,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2026,4,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2026,5,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2027,1,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2027,2,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2027,3,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2027,4,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2027,5,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2027,1,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2027,2,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2027,3,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2027,4,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2027,5,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2027,1,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2027,2,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2027,3,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2027,4,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2027,5,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2027,1,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2027,2,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2027,3,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2027,4,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2027,5,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2027,1,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2027,2,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2027,3,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2027,4,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2027,5,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2028,1,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2028,2,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2028,3,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2028,4,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2028,5,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2028,1,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2028,2,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2028,3,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2028,4,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2028,5,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2028,1,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2028,2,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2028,3,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2028,4,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2028,5,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2028,1,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2028,2,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2028,3,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2028,4,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2028,5,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2028,1,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2028,2,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2028,3,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2028,4,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2028,5,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2029,1,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2029,2,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2029,3,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2029,4,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2029,5,DEFERRAL_ESCALATION,escalation_rate,0.01,0,2025-08-08,analyst
default,2029,1,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2029,2,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2029,3,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2029,4,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2029,5,DEFERRAL_ESCALATION,max_escalation_rate,0.10,0,2025-08-08,analyst
default,2029,1,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2029,2,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2029,3,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2029,4,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2029,5,DEFERRAL_ESCALATION,tenure_threshold,2,0,2025-08-08,analyst
default,2029,1,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2029,2,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2029,3,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2029,4,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2029,5,DEFERRAL_ESCALATION,age_threshold,25,0,2025-08-08,analyst
default,2029,1,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2029,2,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2029,3,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2029,4,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2029,5,DEFERRAL_ESCALATION,max_escalations,5,0,2025-08-08,analyst
default,2025,1,HIRE,compensation_percentile,0.25,1,2025-08-26,analyst
default,2025,2,HIRE,compensation_percentile,0.30,1,2025-08-26,analyst
default,2025,3,HIRE,compensation_percentile,0.35,1,2025-08-26,analyst
default,2025,4,HIRE,compensation_percentile,0.40,1,2025-08-26,analyst
default,2025,5,HIRE,compensation_percentile,0.45,1,2025-08-26,analyst
default,2025,1,HIRE,market_adjustment_multiplier,0.70,1,2025-01-27,analyst
default,2025,2,HIRE,market_adjustment_multiplier,0.65,1,2025-01-27,analyst
default,2025,3,HIRE,market_adjustment_multiplier,0.60,1,2025-01-27,analyst
default,2025,4,HIRE,market_adjustment_multiplier,0.55,1,2025-01-27,analyst
default,2025,5,HIRE,market_adjustment_multiplier,0.50,1,2025-01-27,analyst
default,2026,1,HIRE,compensation_percentile,0.25,0,2025-08-26,analyst
default,2026,2,HIRE,compensation_percentile,0.30,0,2025-08-26,analyst
default,2026,3,HIRE,compensation_percentile,0.35,0,2025-08-26,analyst
default,2026,4,HIRE,compensation_percentile,0.40,0,2025-08-26,analyst
default,2026,5,HIRE,compensation_percentile,0.45,0,2025-08-26,analyst
default,2026,1,HIRE,market_adjustment_multiplier,1.02,0,2025-01-27,analyst
default,2026,2,HIRE,market_adjustment_multiplier,1.00,0,2025-01-27,analyst
default,2026,3,HIRE,market_adjustment_multiplier,0.98,0,2025-01-27,analyst
default,2026,4,HIRE,market_adjustment_multiplier,1.05,0,2025-01-27,analyst
default,2026,5,HIRE,market_adjustment_multiplier,1.10,0,2025-01-27,analyst
default,2027,1,HIRE,compensation_percentile,0.25,0,2025-08-26,analyst
default,2027,2,HIRE,compensation_percentile,0.30,0,2025-08-26,analyst
default,2027,3,HIRE,compensation_percentile,0.35,0,2025-08-26,analyst
default,2027,4,HIRE,compensation_percentile,0.40,0,2025-08-26,analyst
default,2027,5,HIRE,compensation_percentile,0.45,0,2025-08-26,analyst
default,2027,1,HIRE,market_adjustment_multiplier,1.02,0,2025-01-27,analyst
default,2027,2,HIRE,market_adjustment_multiplier,1.00,0,2025-01-27,analyst
default,2027,3,HIRE,market_adjustment_multiplier,0.98,0,2025-01-27,analyst
default,2027,4,HIRE,market_adjustment_multiplier,1.05,0,2025-01-27,analyst
default,2027,5,HIRE,market_adjustment_multiplier,1.10,0,2025-01-27,analyst
default,2028,1,HIRE,compensation_percentile,0.25,0,2025-08-26,analyst
default,2028,2,HIRE,compensation_percentile,0.30,0,2025-08-26,analyst
default,2028,3,HIRE,compensation_percentile,0.35,0,2025-08-26,analyst
default,2028,4,HIRE,compensation_percentile,0.40,0,2025-08-26,analyst
default,2028,5,HIRE,compensation_percentile,0.45,0,2025-08-26,analyst
default,2028,1,HIRE,market_adjustment_multiplier,1.02,0,2025-01-27,analyst
default,2028,2,HIRE,market_adjustment_multiplier,1.00,0,2025-01-27,analyst
default,2028,3,HIRE,market_adjustment_multiplier,0.98,0,2025-01-27,analyst
default,2028,4,HIRE,market_adjustment_multiplier,1.05,0,2025-01-27,analyst
default,2028,5,HIRE,market_adjustment_multiplier,1.10,0,2025-01-27,analyst
default,2029,1,HIRE,compensation_percentile,0.25,0,2025-08-26,analyst
default,2029,2,HIRE,compensation_percentile,0.30,0,2025-08-26,analyst
default,2029,3,HIRE,compensation_percentile,0.35,0,2025-08-26,analyst
default,2029,4,HIRE,compensation_percentile,0.40,0,2025-08-26,analyst
default,2029,5,HIRE,compensation_percentile,0.45,0,2025-08-26,analyst
default,2029,1,HIRE,market_adjustment_multiplier,1.02,0,2025-01-27,analyst
default,2029,2,HIRE,market_adjustment_multiplier,1.00,0,2025-01-27,analyst
default,2029,3,HIRE,market_adjustment_multiplier,0.98,0,2025-01-27,analyst
default,2029,4,HIRE,market_adjustment_multiplier,1.05,0,2025-01-27,analyst
default,2029,5,HIRE,market_adjustment_multiplier,1.10,0,2025-01-27,analyst
